,Turn,s,R,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,vx_max
0,Right,1.127,27.808000000000003,,,,,,,15.982726405890789
1,Right,1.167,22.476,,,,,,,14.418552140468348
2,Right,1.189,34.58,,,,,,,17.74569480160556
3,Right,1.177,32.79,,,,,,,17.300075873395304
4,Right,1.169,20.679000000000002,,,,,,,13.846291637313675
5,Right,1.159,18.429000000000002,,,,,,,13.09047875863023
6,Right,1.13,21.311999999999998,,,,,,,14.050838326217063
7,Right,1.078,32.791,,,,,,,17.30032860412656
8,Left,1.015,75.551,,,,,,,25.56994773096015
9,Left,0.9590000000000001,13.65,,,,,,,11.301287213466964
10,Left,0.9540000000000001,10.35,,,,,,,9.862198328712882
11,Left,0.932,9.448,,,,,,,9.42826289888418
12,Left,0.9079999999999999,9.175,,,,,,,9.292722769463836
13,Left,0.888,9.415,,,,,,,9.411987796862725
14,Left,0.8809999999999999,9.738,,,,,,,9.57003629581421
15,Left,0.888,9.902999999999999,,,,,,,9.649723192593576
16,Left,0.899,10.5,,,,,,,9.932425151124287
17,Left,0.919,10.255999999999998,,,,,,,9.817919230806032
18,Left,0.955,10.892000000000001,,,,,,,10.113521013275632
19,Left,0.998,15.38,,,,,,,11.982503410656234
20,Left,1.0190000000000001,18.817,,,,,,,13.224219248678587
21,Left,1.0270000000000001,73.704,,,,,,,25.283801742767174
22,Right,1.056,24.410999999999998,,,,,,,15.007583722590917
23,Right,1.107,18.354,,,,,,,13.064453245760125
24,Right,1.128,16.69,,,,,,,12.471698449296959
25,Right,1.139,15.866,,,,,,,12.166482891115999
26,Right,1.145,17.349,,,,,,,12.71006528945413
27,Right,1.17,18.617,,,,,,,13.15546753606152
28,Right,1.198,20.467,,,,,,,13.77703123002599
29,Right,1.234,23.276,,,,,,,14.665307628146095
30,Right,1.268,24.836,,,,,,,15.133503484503551
31,Right,1.304,27.741,,,,,,,15.96414928436241
32,Right,1.3430000000000002,35.304,,,,,,,17.922222246622344
33,Right,1.3769999999999998,73.25399999999999,,,,,,,25.213397165865803
34,Right,1.412,585.35,,,,,,,33.29511773786174
35,Left,1.45,1028.4180000000001,,,,,,,33.29511773786174
36,Left,1.486,648.173,,,,,,,33.29511773786174
37,Right,1.526,569.8240000000001,,,,,,,33.29511773786174
38,Right,1.5719999999999998,362.525,,,,,,,33.29511773786174
39,Left,1.598,749.387,,,,,,,33.29511773786174
40,Left,1.6219999999999999,296.97700000000003,,,,,,,33.29511773786174
41,Left,1.661,578.78,,,,,,,33.29511773786174
42,Straight,1.694,10000.0,,,,,,,33.29511773786174
43,Right,1.7280000000000002,1460.656,,,,,,,33.29511773786174
44,Straight,1.758,10000.0,,,,,,,33.29511773786174
45,Right,1.79,470.108,,,,,,,33.29511773786174
46,Right,1.8219999999999998,374.74199999999996,,,,,,,33.29511773786174
47,Right,1.8519999999999999,629.554,,,,,,,33.29511773786174
48,Right,1.857,632.705,,,,,,,33.29511773786174
49,Right,1.8219999999999998,974.329,,,,,,,33.29511773786174
50,Right,1.754,564.457,,,,,,,33.29511773786174
51,Right,1.6680000000000001,314.087,,,,,,,33.29511773786174
52,Right,1.5859999999999999,527.395,,,,,,,33.29511773786174
53,Left,1.506,475.469,,,,,,,33.29511773786174
54,Left,1.445,340.72900000000004,,,,,,,33.29511773786174
55,Straight,1.399,10000.0,,,,,,,33.29511773786174
56,Right,1.344,294.502,,,,,,,33.29511773786174
57,Right,1.2919999999999998,61.248000000000005,,,,,,,23.225052880312592
58,Right,1.25,25.195,,,,,,,15.238951463219612
59,Right,1.224,17.881,,,,,,,12.898990276313883
60,Right,1.204,15.209000000000001,,,,,,,11.91703799862946
61,Right,1.186,14.33,,,,,,,11.574202743375391
62,Right,1.1740000000000002,15.317,,,,,,,11.958429677258948
63,Right,1.176,15.267999999999999,,,,,,,11.939669352369268
64,Right,1.18,13.818,,,,,,,11.369368295033636
65,Right,1.187,14.075999999999999,,,,,,,11.473077128046464
66,Right,1.192,14.577,,,,,,,11.671637453533723
67,Right,1.197,14.126,,,,,,,11.49305942089495
68,Right,1.21,16.404,,,,,,,12.366689757635466
69,Right,1.226,24.503,,,,,,,15.034942850064613
70,Right,1.24,52.493,,,,,,,21.618290790280735
71,Left,1.258,89.296,,,,,,,27.569865097046804
72,Left,1.3,30.230999999999998,,,,,,,16.63856031440411
73,Left,1.35,24.543000000000003,,,,,,,15.046820579490634
74,Left,1.3980000000000001,23.337,,,,,,,14.683931812820884
75,Left,1.4369999999999998,28.605999999999998,,,,,,,16.202107947795895
76,Left,1.4680000000000002,35.938,,,,,,,18.075125912466056
77,Left,1.4980000000000002,31.061999999999998,,,,,,,16.85670422496342
78,Left,1.5319999999999998,31.614,,,,,,,16.999808286852723
79,Left,1.564,61.916000000000004,,,,,,,23.341738071377513
80,Left,1.587,123.238,,,,,,,31.75188055385976
81,Left,1.625,88.044,,,,,,,27.396379783349854
82,Left,1.659,269.496,,,,,,,33.29511773786174
83,Right,1.6540000000000001,334.712,,,,,,,33.29511773786174
84,Left,1.6219999999999999,214.422,,,,,,,33.29511773786174
85,Left,1.579,135.577,,,,,,,33.07035753939803
86,Straight,1.527,10000.0,,,,,,,33.29511773786174
87,Right,1.4680000000000002,790.645,,,,,,,33.29511773786174
88,Left,1.412,195.11700000000002,,,,,,,33.29511773786174
89,Left,1.359,108.40799999999999,,,,,,,30.036732570038744
90,Left,1.306,78.187,,,,,,,25.97070222528647
91,Left,1.256,62.586999999999996,,,,,,,23.45817098073898
92,Left,1.216,28.546999999999997,,,,,,,16.18600513540317
93,Left,1.192,15.685,,,,,,,12.098318030717003
94,Left,1.18,14.29,,,,,,,11.558340598136642
95,Left,1.1520000000000001,14.432,,,,,,,11.614545666514733
96,Left,1.137,15.677999999999999,,,,,,,12.095673454903734
97,Left,1.131,17.213,,,,,,,12.661273646053939
98,Left,1.122,15.14,,,,,,,11.8905117288322
99,Left,1.113,12.998,,,,,,,11.032797316701169
100,Left,1.095,12.66,,,,,,,10.890820540976183
101,Left,1.078,13.745,,,,,,,11.339839344826007
102,Left,1.064,13.297,,,,,,,11.156783057524898
103,Left,1.061,13.112,,,,,,,11.080244611047412
104,Left,1.065,12.71,,,,,,,10.91194742439632
105,Left,1.08,12.679,,,,,,,10.898853907924169
106,Left,1.1079999999999999,16.224,,,,,,,12.300100069358573
107,Left,1.131,21.816,,,,,,,14.211359220864754
108,Left,1.156,26.519000000000002,,,,,,,15.620873219612264
109,Left,1.185,36.174,,,,,,,18.131650791681665
110,Left,1.219,435.901,,,,,,,33.29511773786174
111,Right,1.225,59.556000000000004,,,,,,,22.92596359014527
112,Right,1.216,32.897,,,,,,,17.327093495049866
113,Right,1.189,20.974,,,,,,,13.942032777299731
114,Right,1.138,17.132,,,,,,,12.632116101807757
115,Right,1.084,13.571,,,,,,,11.269120282266444
116,Right,1.061,11.970999999999998,,,,,,,10.595112062727862
117,Right,1.04,11.177,,,,,,,10.243060433515138
118,Right,1.024,10.995999999999999,,,,,,,10.160994185474166
119,Right,0.9990000000000001,11.821,,,,,,,10.52956113399951
120,Right,0.9790000000000001,11.254000000000001,,,,,,,10.277762151919152
121,Right,0.9670000000000001,10.979000000000001,,,,,,,10.15325021117759
122,Right,0.958,10.44,,,,,,,9.90439750307203
123,Right,0.9490000000000001,10.335,,,,,,,9.855146589822656
124,Right,0.9470000000000001,11.251,,,,,,,10.276412462183103
125,Right,0.963,11.929,,,,,,,10.576801356120894
126,Right,0.991,14.709000000000001,,,,,,,11.723350181722134
127,Right,1.0090000000000001,14.945,,,,,,,11.815198104637352
128,Right,1.0270000000000001,12.91,,,,,,,10.99602155157314
129,Right,1.05,11.91,,,,,,,10.568506853835588
130,Right,1.061,11.8,,,,,,,10.52034933893238
131,Right,1.068,13.614,,,,,,,11.286641061273743
132,Right,1.074,13.755999999999998,,,,,,,11.344294193240087
133,Right,1.078,13.658,,,,,,,11.304539149365416
134,Right,1.101,13.593,,,,,,,11.278088049220388
135,Right,1.14,13.814,,,,,,,11.367752402950149
136,Right,1.177,16.802,,,,,,,12.512559388667768
137,Right,1.2109999999999999,17.075,,,,,,,12.611553712423817
138,Right,1.254,16.737000000000002,,,,,,,12.488863186496689
139,Right,1.296,21.820999999999998,,,,,,,14.212941562307165
140,Right,1.317,33.484,,,,,,,17.474438217306492
141,Right,1.327,172.405,,,,,,,33.29511773786174
142,Left,1.375,75.006,,,,,,,25.485981032394502
143,Left,1.42,65.809,,,,,,,24.006788942202487
144,Left,1.459,43.427,,,,,,,19.775234282951033
145,Left,1.4980000000000002,29.663,,,,,,,16.48752323570274
146,Left,1.5330000000000001,30.531999999999996,,,,,,,16.717957762413644
147,Left,1.565,29.230999999999998,,,,,,,16.371567716776976
148,Left,1.6,24.568,,,,,,,15.054238777991523
149,Left,1.62,26.195999999999998,,,,,,,15.528686337836037
150,Left,1.64,31.08,,,,,,,16.861393026431614
151,Left,1.651,37.391,,,,,,,18.419854365712744
152,Left,1.619,96.18700000000001,,,,,,,28.49696144231655
153,Left,1.565,898.8510000000001,,,,,,,33.29511773786174
154,Left,1.4980000000000002,131.784,,,,,,,32.67462557885381
155,Left,1.449,102.743,,,,,,,29.338511350561905
156,Left,1.4140000000000001,127.542,,,,,,,32.22215270477556
157,Left,1.3559999999999999,337.50699999999995,,,,,,,33.29511773786174
158,Left,1.3159999999999998,169.352,,,,,,,33.29511773786174
159,Left,1.291,97.85600000000001,,,,,,,28.714785649424016
160,Left,1.2329999999999999,171.69099999999997,,,,,,,33.29511773786174
161,Left,1.179,113.389,,,,,,,30.63015917106133
162,Left,1.125,64.036,,,,,,,23.707005643676123
163,Left,1.08,47.568000000000005,,,,,,,20.64272331224343
164,Left,1.056,38.975,,,,,,,18.78705094082111
165,Left,1.024,20.803,,,,,,,13.88662473484982
166,Left,0.992,11.548,,,,,,,10.40913181491484
167,Left,0.9620000000000001,9.769,,,,,,,9.585060966745548
168,Left,0.92,9.197000000000001,,,,,,,9.303722207833454
169,Left,0.893,7.5489999999999995,,,,,,,8.43822344678733
170,Left,0.873,7.461,,,,,,,8.389384459784077
171,Left,0.857,8.555,,,,,,,8.976926302960946
172,Left,0.8590000000000001,8.388,,,,,,,8.889856594010281
173,Left,0.8690000000000001,8.032,,,,,,,8.701207419882437
174,Left,0.8590000000000001,7.377000000000001,,,,,,,8.34248801914283
175,Left,0.856,8.157,,,,,,,8.767929275206779
176,Left,0.866,10.002,,,,,,,9.697204532511567
177,Left,0.9,12.93,,,,,,,11.004391218873694
178,Left,0.941,18.586,,,,,,,13.144775613261483
179,Left,0.965,17.988,,,,,,,12.936623742484766
180,Left,0.99,17.771,,,,,,,12.860175861029553
181,Left,1.0270000000000001,20.646,,,,,,,13.83553582464845
182,Left,1.084,24.631,,,,,,,15.072914321771393
183,Left,1.141,32.375,,,,,,,17.194815774148953
184,Left,1.173,38.132,,,,,,,18.592716938731588
185,Left,1.216,33.925,,,,,,,17.584178946063652
186,Left,1.272,32.986,,,,,,,17.349528421406145
187,Left,1.319,48.183,,,,,,,20.767720061661667
188,Left,1.359,150.67,,,,,,,33.29511773786174
189,Right,1.3980000000000001,358.801,,,,,,,33.29511773786174
190,Right,1.439,434.3,,,,,,,33.29511773786174
191,Right,1.4809999999999999,292.699,,,,,,,33.29511773786174
192,Right,1.5230000000000001,162.067,,,,,,,33.29511773786174
193,Right,1.5619999999999998,162.8,,,,,,,33.29511773786174
194,Right,1.59,100.33200000000001,,,,,,,29.03336835677668
195,Right,1.632,97.734,,,,,,,28.698948222939766
196,Right,1.652,210.924,,,,,,,33.29511773786174
197,Right,1.6380000000000001,562.923,,,,,,,33.29511773786174
198,Right,1.588,1851.8139999999999,,,,,,,33.29511773786174
199,Right,1.5190000000000001,846.717,,,,,,,33.29511773786174
200,Right,1.445,340.72900000000004,,,,,,,33.29511773786174
201,Right,1.379,558.602,,,,,,,33.29511773786174
202,Straight,1.314,10000.0,,,,,,,33.29511773786174
203,Left,1.253,1152.317,,,,,,,33.29511773786174
204,Straight,1.18,10000.0,,,,,,,33.29511773786174
205,Right,1.107,360.03,,,,,,,33.29511773786174
206,Right,1.047,51.906000000000006,,,,,,,21.50495733064445
207,Right,0.9990000000000001,20.930999999999997,,,,,,,13.928122820452641
208,Right,0.9620000000000001,14.307,,,,,,,11.565084871374763
209,Right,0.9309999999999999,12.24,,,,,,,10.711598208376097
210,Right,0.9,10.914000000000001,,,,,,,10.123583065903519
211,Right,0.88,8.957,,,,,,,9.182981293271192
212,Right,0.8690000000000001,8.325,,,,,,,8.856777511286213
213,Right,0.85,7.974,,,,,,,8.670066539636895
214,Right,0.8320000000000001,7.358,,,,,,,8.331842434995465
215,Right,0.812,7.388999999999999,,,,,,,8.349204277135675
216,Right,0.795,7.0760000000000005,,,,,,,8.17214518317333
217,Right,0.8009999999999999,7.184,,,,,,,8.233685921016411
218,Right,0.8170000000000001,7.841,,,,,,,8.598213234355917
219,Right,0.833,7.537999999999999,,,,,,,8.432134663415818
220,Right,0.8420000000000001,7.183,,,,,,,8.233118289658984
221,Right,0.863,7.644,,,,,,,8.490619382964496
222,Right,0.882,9.764,,,,,,,9.582639309111437
223,Right,0.902,12.831,,,,,,,10.962894584785262
224,Right,0.914,13.055,,,,,,,11.05654819050151
225,Right,0.9279999999999999,16.418,,,,,,,12.371852624329785
226,Right,0.945,18.723,,,,,,,13.191955033604703
227,Right,0.9640000000000001,20.991,,,,,,,13.947527807902631
228,Right,0.9990000000000001,26.14,,,,,,,15.512639899957161
229,Right,1.051,22.228,,,,,,,14.341090440085127
230,Right,1.107,22.758000000000003,,,,,,,14.506071024892048
231,Right,1.159,19.539,,,,,,,13.469201497532135
232,Right,1.207,20.576,,,,,,,13.81268967767573
233,Right,1.219,29.486,,,,,,,16.440128140111007
234,Right,1.207,25.465999999999998,,,,,,,15.318006461402614
235,Right,1.167,23.795,,,,,,,14.822925457004288
236,Right,1.1320000000000001,20.685,,,,,,,13.848246243012499
237,Right,1.119,15.575999999999999,,,,,,,12.057066886906462
238,Right,1.109,14.443,,,,,,,11.618887363290506
239,Right,1.09,13.213,,,,,,,11.12210035392907
240,Right,1.072,12.495,,,,,,,10.820789331624033
241,Right,1.052,12.304,,,,,,,10.739114289140371
242,Right,1.035,12.183,,,,,,,10.687028141447419
243,Right,1.0390000000000001,12.88,,,,,,,10.983454266611524
244,Right,1.069,16.271,,,,,,,12.317525130503887
245,Right,1.09,20.289,,,,,,,13.718578885870564
246,Right,1.101,43.375,,,,,,,19.764039887616278
247,Left,1.117,43.598,,,,,,,19.811991682643455
248,Left,1.162,19.625,,,,,,,13.49805552137175
249,Left,1.2109999999999999,15.704,,,,,,,12.105493008834397
250,Left,1.253,16.952,,,,,,,12.56705713125059
251,Left,1.29,22.603,,,,,,,14.458040165831209
252,Left,1.3159999999999998,25.921,,,,,,,15.449704455310366
253,Left,1.338,30.204,,,,,,,16.63141675174479
254,Left,1.369,33.549,,,,,,,17.490664209992172
255,Left,1.419,53.773,,,,,,,21.862819192209077
256,Right,1.454,193.877,,,,,,,33.29511773786174
257,Right,1.4880000000000002,48.492,,,,,,,20.830167846019567
258,Right,1.541,35.934,,,,,,,18.074166046675547
259,Right,1.591,28.148000000000003,,,,,,,16.076618430334452
260,Right,1.632,28.320999999999998,,,,,,,16.124151675334296
261,Right,1.65,33.885999999999996,,,,,,,17.57450657670825
262,Right,1.665,38.033,,,,,,,18.56973385280359
263,Right,1.686,44.86,,,,,,,20.080702289357028
264,Right,1.7169999999999999,47.562,,,,,,,20.641499149430064
265,Right,1.7480000000000002,41.513999999999996,,,,,,,19.358158472346
266,Right,1.781,35.543,,,,,,,17.9800443464385
267,Right,1.81,31.225,,,,,,,16.89910860189799
268,Right,1.835,31.296999999999997,,,,,,,16.91779989664674
269,Right,1.845,30.48,,,,,,,16.7042726026686
270,Right,1.858,28.953000000000003,,,,,,,16.296443208827753
271,Right,1.8730000000000002,28.759,,,,,,,16.243780365184566
272,Right,1.8869999999999998,29.531,,,,,,,16.452192729387455
273,Right,1.889,31.558000000000003,,,,,,,16.98535463390474
274,Right,1.8940000000000001,31.156999999999996,,,,,,,16.881433535907817
275,Right,1.901,33.563,,,,,,,17.494156716668808
276,Right,1.883,48.623000000000005,,,,,,,20.856571466632765
277,Right,1.8259999999999998,80.229,,,,,,,26.275231029513275
278,Right,1.751,112.50399999999999,,,,,,,30.52606308016779
279,Right,1.68,133.696,,,,,,,32.87512932115425
280,Right,1.61,108.706,,,,,,,30.072760632583844
281,Right,1.551,90.507,,,,,,,27.73614884220497
282,Right,1.484,646.155,,,,,,,33.29511773786174
283,Left,1.413,34.077,,,,,,,17.621816542068874
284,Left,1.385,18.054000000000002,,,,,,,12.959777195010645
285,Left,1.358,16.503,,,,,,,12.40314842291087
286,Left,1.315,15.195,,,,,,,11.911661021031735
287,Left,1.298,14.818,,,,,,,11.765867629166356
288,Left,1.287,15.789000000000001,,,,,,,12.137535310748952
289,Left,1.266,15.569,,,,,,,12.054412504129509
290,Left,1.239,14.92,,,,,,,11.805504971326624
291,Left,1.2209999999999999,15.193,,,,,,,11.910892667131073
292,Left,1.229,15.841,,,,,,,12.157092521615752
293,Left,1.266,19.457,,,,,,,13.441625801654117
294,Left,1.314,27.837,,,,,,,15.990759564270776
295,Left,1.34,52.7,,,,,,,21.658075902131763
296,Right,1.365,228.01,,,,,,,33.29511773786174
297,Right,1.4080000000000001,51.955,,,,,,,21.51444708370164
298,Right,1.465,33.516999999999996,,,,,,,17.48267824797466
299,Right,1.517,29.116999999999997,,,,,,,16.340809531637365
300,Right,1.56,27.053,,,,,,,15.771933262068222
301,Right,1.598,24.195,,,,,,,14.943126658747897
302,Right,1.625,32.016,,,,,,,17.10314583779171
303,Right,1.631,42.445,,,,,,,19.562499582167252
304,Right,1.65,45.438,,,,,,,20.202297781214586
305,Right,1.672,78.958,,,,,,,26.086278030459642
306,Right,1.7069999999999999,178.25400000000002,,,,,,,33.29511773786174
307,Right,1.7380000000000002,277.185,,,,,,,33.29511773786174
308,Right,1.77,417.915,,,,,,,33.29511773786174
309,Right,1.8019999999999998,1191.132,,,,,,,33.29511773786174
310,Straight,1.829,10000.0,,,,,,,33.29511773786174
311,Left,1.854,841.085,,,,,,,33.29511773786174
312,Straight,1.8869999999999998,10000.0,,,,,,,33.29511773786174
313,Right,1.913,255.916,,,,,,,33.29511773786174
314,Right,1.942,213.0,,,,,,,33.29511773786174
315,Right,1.975,229.081,,,,,,,33.29511773786174
316,Right,2.0,163.137,,,,,,,33.29511773786174
317,Right,2.033,168.581,,,,,,,33.29511773786174
318,Right,2.043,133.22799999999998,,,,,,,32.82624546851919
